Current,Voltage,Temperature,SOC,SOC_Estimate
14.8989,4.10423,300,0.871914,0.881426
15.1295,4.33501,300,0.872068,0.88123
15.1435,4.34911,300,0.872222,0.881764
15.0219,4.22762,300,0.872377,0.882337
14.9526,4.15849,300,0.872531,0.882522
14.973,4.17908,300,0.872685,0.882489
15.1339,4.34011,300,0.87284,0.882522
14.9913,4.19758,300,0.872994,0.883063
15.2015,4.408,300,0.873148,0.88315
14.871,4.07757,300,0.873302,0.883901
14.965,4.17168,300,0.873457,0.883603
15.1257,4.33256,300,0.873611,0.883606
15.0974,4.30441,300,0.873765,0.884118
15.0845,4.29161,300,0.87392,0.884536
14.997,4.20427,300,0.874074,0.884911
15.072,4.27942,300,0.874228,0.885007
14.9319,4.13946,300,0.874383,0.885341
15.0469,4.25453,300,0.874537,0.885231
14.785,3.99279,300,0.874691,0.885486
14.9303,4.13827,300,0.874846,0.884916
15.1246,4.33269,300,0.875,0.884812
15.0298,4.23797,300,0.875154,0.885323
14.9247,4.13305,300,0.875309,0.885531
14.7805,3.98897,300,0.875463,0.885408
14.9611,4.16972,300,0.875617,0.884834
14.9317,4.14047,300,0.875772,0.884837
15.0947,4.30356,300,0.875926,0.884749
15.0614,4.27046,300,0.87608,0.885176
14.9324,4.14155,300,0.876235,0.885495
14.9876,4.19693,300,0.876389,0.885407
15.0692,4.27867,300,0.876543,0.885495
15.091,4.30062,300,0.876698,0.885839
15.0828,4.29255,300,0.876852,0.88625
15.0353,4.2452,300,0.877006,0.886632
15.0093,4.21929,300,0.87716,0.886861
15.088,4.29809,300,0.877315,0.887008
14.9177,4.12799,300,0.877469,0.887402
14.9179,4.12826,300,0.877623,0.887258
14.935,4.14549,300,0.877778,0.887118
15.2306,4.44125,300,0.877932,0.887035
15.1155,4.32628,300,0.878086,0.887884
15.0689,4.27989,300,0.878241,0.888362
14.9123,4.12337,300,0.878395,0.888691
15.0334,4.24458,300,0.878549,0.888525
15.0323,4.24362,300,0.878704,0.888744
15.0477,4.25917,300,0.878858,0.888958
14.9993,4.21095,300,0.879012,0.88922
15.1086,4.32034,300,0.879167,0.889329
15.121,4.33288,300,0.879321,0.889782
14.938,4.15004,300,0.879475,0.890271
14.999,4.21113,300,0.87963,0.89018
15.0935,4.30581,300,0.879784,0.890284
15.0123,4.22473,300,0.879938,0.890686
14.8562,4.0688,300,0.880093,0.89083
14.9435,4.1562,300,0.880247,0.890484
14.8984,4.11129,300,0.880401,0.890417
15.027,4.24004,300,0.880556,0.890213
15.1261,4.33922,300,0.88071,0.890416
14.9178,4.13104,300,0.880864,0.890929
14.8945,4.1079,300,0.881019,0.890784
15.0008,4.21433,300,0.881173,0.89057
14.98,4.19362,300,0.881327,0.890693
15.1493,4.36314,300,0.881481,0.890752
15.004,4.21793,300,0.881636,0.891342
15.052,4.26604,300,0.88179,0.891472
15.2041,4.41832,300,0.881944,0.891752
14.9402,4.1545,300,0.882099,0.892508
14.9749,4.18936,300,0.882253,0.892428
14.8914,4.10607,300,0.882407,0.892461
15.18,4.3948,300,0.882562,0.892232
15.1067,4.32156,300,0.882716,0.892914
14.9872,4.20227,300,0.88287,0.89336
15.0363,4.25151,300,0.883025,0.893428
15.0625,4.27782,300,0.883179,0.89365
14.9691,4.18451,300,0.883333,0.893955
15.1868,4.40242,300,0.883488,0.893964
15.0518,4.26751,300,0.883642,0.894658
14.9319,4.14775,300,0.883796,0.894923
15.005,4.22097,300,0.883951,0.89481
15.0893,4.30541,300,0.884105,0.89493
15.0353,4.25154,300,0.884259,0.895315
14.9293,4.14569,300,0.884414,0.895528
14.9552,4.17176,300,0.884568,0.895407
15.0925,4.30915,300,0.884722,0.895372
15.09,4.30683,300,0.884877,0.895769
15.242,4.45891,300,0.885031,0.896157
14.9825,4.1996,300,0.885185,0.897019
15.0518,4.26896,300,0.885339,0.897059
15.0421,4.25944,300,0.885494,0.897317
15.0678,4.28527,300,0.885648,0.897544
14.9097,4.12735,300,0.885802,0.897852
14.9043,4.12203,300,0.885957,0.897661
14.9919,4.20982,300,0.886111,0.897457
15.2199,4.43789,300,0.886265,0.897534
15.105,4.32318,300,0.88642,0.898327
15.0132,4.2315,300,0.886574,0.898753
15.1084,4.32684,300,0.886728,0.898888
14.9637,4.1823,300,0.886883,0.899322
14.9137,4.13244,300,0.887037,0.899298
15.0209,4.23973,300,0.887191,0.89912
15.0023,4.22128,300,0.887346,0.899282
14.806,4.02512,300,0.8875,0.899387
14.8913,4.11053,300,0.887654,0.898874
14.9306,4.14996,300,0.887809,0.898638
15.1217,4.34126,300,0.887963,0.89853
15.1196,4.33927,300,0.888117,0.899025
14.9344,4.15421,300,0.888272,0.89951
15.0108,4.23071,300,0.888426,0.899409
14.9965,4.21655,300,0.88858,0.899552
15.1054,4.32556,300,0.888735,0.899649
15.0387,4.25904,300,0.888889,0.900089
15.0072,4.22771,300,0.889043,0.900316
14.8558,4.07639,300,0.889198,0.900444
15.0002,4.22098,300,0.889352,0.900096
14.9786,4.19949,300,0.889506,0.900207
14.9435,4.1645,300,0.88966,0.900251
14.8883,4.10941,300,0.889815,0.900186
15.1981,4.41934,300,0.889969,0.89995
14.8954,4.11686,300,0.890123,0.900691
15.0566,4.27814,300,0.890278,0.900474
15.0809,4.30263,300,0.890432,0.900768
15.0196,4.24148,300,0.890586,0.901136
14.8088,4.03078,300,0.890741,0.90131
14.9351,4.15723,300,0.890895,0.900821
15.0205,4.24278,300,0.891049,0.900736
14.9724,4.19476,300,0.891204,0.900922
14.8782,4.10069,300,0.891358,0.900956
14.9214,4.1441,300,0.891512,0.900696
15.1126,4.3354,300,0.891667,0.900576
15.0716,4.29453,300,0.891821,0.901056
14.8901,4.11317,300,0.891975,0.901404
14.9157,4.13889,300,0.89213,0.901182
15.0015,4.22488,300,0.892284,0.901044
15.0923,4.31577,300,0.892438,0.901178
15.1001,4.32371,300,0.892593,0.901594
15.0436,4.26738,300,0.892747,0.902031
15.1504,4.37432,300,0.892901,0.902288
15.0656,4.28958,300,0.893056,0.902878
15.0124,4.23651,300,0.89321,0.903197
15.0616,4.28586,300,0.893364,0.903348
15.0297,4.25416,300,0.893519,0.903652
14.915,4.13961,300,0.893673,0.903855
14.938,4.16274,300,0.893827,0.9037
15.062,4.28682,300,0.893981,0.90362
14.8226,4.04761,300,0.894136,0.903929
14.9819,4.20701,300,0.89429,0.903491
14.9231,4.14834,300,0.894444,0.903555
14.7792,4.0046,300,0.894599,0.903437
15.1795,4.40499,300,0.894753,0.902875
14.9793,4.20491,300,0.894907,0.903563
15.1196,4.3454,300,0.895062,0.903624
15.0847,4.31062,300,0.895216,0.904121
14.9466,4.1727,300,0.89537,0.904505
15.022,4.24819,300,0.895525,0.904458
15.0268,4.25317,300,0.895679,0.904646
15.0983,4.32475,300,0.895833,0.904849
14.8674,4.09399,300,0.895988,0.905272
15.0646,4.29137,300,0.896142,0.904978
14.9953,4.22221,300,0.896296,0.905298
14.9989,4.22587,300,0.896451,0.905402
14.9743,4.20148,300,0.896605,0.905517
15.0744,4.30173,300,0.896759,0.905556
14.9243,4.15172,300,0.896914,0.905906
14.8004,4.02797,300,0.897068,0.90579
15.0873,4.31496,300,0.897222,0.905295
15.0926,4.32046,300,0.897377,0.905691
15.0163,4.24427,300,0.897531,0.9061
15.029,4.25711,300,0.897685,0.906271
14.9181,4.14629,300,0.897839,0.90648
14.9857,4.2141,300,0.897994,0.906348
14.9721,4.20056,300,0.898148,0.906426
15.1979,4.42656,300,0.898302,0.906464
14.9028,4.13161,300,0.898457,0.907195
15.0756,4.30449,300,0.898611,0.907014
15.1846,4.41369,300,0.898765,0.907366
15.2069,4.43606,300,0.89892,0.90805
15.1743,4.40362,300,0.899074,0.908797
14.8473,4.07672,300,0.899228,0.909436
14.9061,4.13566,300,0.899383,0.909067
15.1995,4.4292,300,0.899537,0.908885
14.8941,4.12396,300,0.899691,0.909605
14.8554,4.08544,300,0.899846,0.909384
15.1611,4.39121,300,0.9,0.909049
14.9071,3.6347,300,0.900154,0.909654
-41.6023,3.61151,300,0.899727,0.907933
-41.7853,3.42601,300,0.899301,0.907058
-41.5163,3.69265,300,0.898874,0.905634
-41.3203,3.8864,300,0.898447,0.905042
-41.3653,3.83916,300,0.89802,0.905049
-41.5508,3.65143,300,0.897593,0.904917
-41.6569,3.26871,300,0.897166,0.904222
-72.2852,3.4723,300,0.896422,0.902378
-72.2994,3.45471,300,0.895678,0.901653
-72.36,3.39079,300,0.894934,0.900889
-72.2221,3.52548,300,0.89419,0.899946
-72.3545,3.38989,300,0.893446,0.899423
-72.4747,3.26664,300,0.892702,0.898504
-72.3286,3.40981,300,0.891958,0.897229
-72.3605,3.37502,300,0.891214,0.896402
-72.3734,3.35934,300,0.89047,0.895482
-72.3643,3.36564,300,0.889726,0.894529
-72.3328,3.39449,300,0.888982,0.893607
-72.327,3.39772,300,0.888238,0.892784
-72.2992,3.42299,300,0.887493,0.891981
-72.2764,3.44329,300,0.886749,0.891263
-72.3151,3.40223,300,0.886005,0.890614
-72.2966,3.41838,300,0.885261,0.889852
-72.1337,3.5789,300,0.884517,0.889146
-72.1968,3.51356,300,0.883773,0.888921
-72.3437,3.36448,300,0.883029,0.888506
-72.3816,3.32439,300,0.882285,0.887657
-72.3246,3.3793,300,0.881541,0.886701
-72.1789,3.52291,300,0.880797,0.885916
-72.2166,3.48315,300,0.880053,0.885558
-72.2664,3.43136,300,0.879309,0.885087
-72.2724,3.42346,300,0.878565,0.884469
-72.3329,3.36102,300,0.87782,0.883834
-72.3996,3.29251,300,0.877076,0.883024
-72.2188,3.47144,300,0.876332,0.882024
-72.3318,3.35664,300,0.875588,0.88155
-72.4279,3.25879,300,0.874844,0.880749
-72.1587,3.52617,300,0.8741,0.879675
-72.2522,3.43099,300,0.873356,0.879376
-72.2839,3.39755,300,0.872612,0.878807
-72.3821,3.29778,300,0.871868,0.878145
-72.3806,3.29755,300,0.871124,0.877205
-72.3108,3.36577,300,0.87038,0.876272
-72.4021,3.27294,300,0.869636,0.875541
-72.2595,3.41396,300,0.868892,0.874554
-72.2623,3.40964,300,0.868147,0.873972
-72.312,3.35834,300,0.867403,0.873382
-72.2216,3.44727,300,0.866659,0.872651
-72.1721,3.49531,300,0.865915,0.872174
-72.2028,3.46309,300,0.865171,0.871833
-72.4563,3.20823,300,0.864427,0.871402
-72.3733,3.28979,300,0.863683,0.870262
-72.2787,3.38292,300,0.862939,0.869359
-72.3108,3.34944,300,0.862195,0.868721
-72.2093,3.4496,300,0.861451,0.867994
-72.3517,3.30589,300,0.860707,0.867547
-72.3876,3.26081,300,0.859963,0.866706
-73.2142,3.29929,300,0.85921,0.865747
-73.2529,3.25922,300,0.858457,0.864912
-73.1788,3.33194,300,0.857704,0.863973
-73.264,3.24549,300,0.856951,0.86324
-73.124,3.38416,300,0.856198,0.862275
-73.173,3.33382,300,0.855445,0.861694
-73.2657,3.23993,300,0.854692,0.860978
-72.9869,3.51743,300,0.853939,0.860012
-73.1513,3.35172,300,0.853186,0.859801
-73.1724,3.32943,300,0.852433,0.85914
-73.0565,3.44407,300,0.85168,0.858423
-73.2325,3.26687,300,0.850927,0.858016
-73.1341,3.36402,300,0.850174,0.857135
-73.0689,3.42803,300,0.849421,0.856519
-73.1223,3.37341,300,0.848668,0.856074
-73.2201,3.27445,300,0.847915,0.855484
-73.2545,3.23886,300,0.847162,0.854634
-73.182,3.31023,300,0.846409,0.853696
-73.1073,3.3837,300,0.845656,0.852951
-73.1913,3.29853,300,0.844903,0.852403
-73.3124,3.1763,300,0.84415,0.851633
-73.2739,3.21372,300,0.843397,0.850547
-73.2231,3.26337,300,0.842644,0.849568
-73.176,3.30929,300,0.841891,0.848724
-73.1136,3.37065,300,0.841138,0.848004
-73.1361,3.34698,300,0.840385,0.847445
-73.1184,3.36359,300,0.839632,0.846825
-73.294,3.18693,300,0.838879,0.84625
-73.16,3.31981,300,0.838126,0.845222
-73.1561,3.32259,300,0.837373,0.844541
-72.9966,3.48109,300,0.83662,0.84387
-73.1149,3.3617,300,0.835867,0.843604
-73.2746,3.2009,300,0.835114,0.843031
-73.2314,3.243,300,0.834361,0.842051
-73.1635,3.3099,300,0.833608,0.841184
-73.1139,3.35841,300,0.832855,0.840491
-73.4191,3.0522,300,0.832102,0.839921
-73.1458,3.32445,300,0.831349,0.838584
-73.2718,3.19738,300,0.830596,0.83794
-73.195,3.27317,300,0.829843,0.83698
-73.1871,3.28003,300,0.82909,0.836215
-73.1717,3.29441,300,0.828337,0.83547
-73.0693,3.39578,300,0.827584,0.834763
-73.0964,3.36768,300,0.826831,0.834308
-73.2594,3.20363,300,0.826078,0.833783
-73.1112,3.35084,300,0.825325,0.832854
-73.2243,3.23672,300,0.824572,0.832291
-73.2672,3.19279,300,0.823819,0.831449
-73.0799,3.37907,300,0.823066,0.830504
-73.3637,3.75327,300,0.822313,0.830018
0.130253,4.05826,300,0.822313,0.830446
-0.20611,3.72352,300,0.822313,0.830855
-0.0234774,3.90773,300,0.822313,0.830441
-0.177692,3.75507,300,0.822313,0.830474
-0.0841205,3.85016,300,0.822313,0.830132
-0.062445,3.87333,300,0.822313,0.830019
-0.0514954,3.88573,300,0.822313,0.829959
-0.0356202,3.90304,300,0.822313,0.829924
0.0411944,3.98125,300,0.822313,0.829927
-0.0197074,3.92172,300,0.822313,0.830112
-0.0794081,3.86336,300,0.822313,0.830148
0.0488825,3.99297,300,0.822313,0.830038
0.0264115,3.97179,300,0.822313,0.830236
0.014093,3.96073,300,0.822313,0.830376
0.0462662,3.99414,300,0.822313,0.830483
0.00318188,3.95227,300,0.822313,0.830665
0.0703497,4.02063,300,0.822313,0.830739
0.0157686,3.96721,300,0.822313,0.830972
0.0475552,4.00013,300,0.822313,0.83107
-0.091706,3.86199,300,0.822313,0.831242
0.0344509,3.98924,300,0.822313,0.831079
-0.0277914,3.92807,300,0.822313,0.831217
-0.101277,3.85563,300,0.822313,0.831205
-0.00429989,3.95364,300,0.822313,0.831017
-0.0604592,3.89849,300,0.822313,0.831061
0.118392,4.07833,300,0.822313,0.83097
0.086571,4.04747,300,0.822313,0.831303
0.0538925,4.01574,300,0.822313,0.831555
0.0918866,4.05466,300,0.822313,0.831726
0.0563067,4.01999,300,0.822313,0.831983
0.220209,4.18479,300,0.822313,0.832152
0.105044,4.07049,300,0.822313,0.832706
-0.1532,3.8131,300,0.822313,0.832979
0.0762314,4.04337,300,0.822313,0.832638
0.136786,4.10475,300,0.822313,0.832842
-0.257639,3.71113,300,0.822313,0.833187
0.163869,4.13342,300,0.822313,0.832595
0.0444317,4.01476,300,0.822313,0.833006
0.170109,4.14119,300,0.822313,0.833128
-0.0711027,3.90072,300,0.822313,0.833546
-0.123426,3.84912,300,0.822313,0.833388
-0.0030088,3.97025,300,0.822313,0.833108
-0.120997,3.85296,300,0.822313,0.833116
-0.269868,3.70477,300,0.822313,0.832845
0.0181407,3.99344,300,0.822313,0.832227
0.146147,4.1221,300,0.822313,0.832295
-0.149241,3.82736,300,0.822313,0.832663
-0.0636083,3.91362,300,0.822313,0.83233
-0.138203,3.83964,300,0.822313,0.832202
-0.0792358,3.24331,300,0.822313,0.8319
-72.8923,3.2772,300,0.821564,0.830192
-72.6538,3.51366,300,0.820814,0.829281
-72.7786,3.38688,300,0.820065,0.828932
-72.7748,3.38875,300,0.819315,0.828287
-72.8236,3.33805,300,0.818566,0.82765
-72.9019,3.25779,300,0.817816,0.826899
-72.8677,3.29016,300,0.817067,0.825966
-72.9555,3.20048,300,0.816317,0.825116
-72.9492,3.20487,300,0.815568,0.824065
-72.817,3.33531,300,0.814818,0.823033
-73.0246,3.12595,300,0.814069,0.822313
-72.8377,3.31107,300,0.813319,0.821113
-72.6921,3.45489,300,0.81257,0.820352
-72.8416,3.30368,300,0.811821,0.819928
-72.6984,3.44521,300,0.811071,0.819155
-72.7019,3.44002,300,0.810322,0.818714
-72.9244,3.21578,300,0.809572,0.81826
-72.8692,3.26934,300,0.808823,0.817292
-72.5975,3.53945,300,0.808073,0.816454
-72.7192,3.41607,300,0.807324,0.816241
-72.8655,3.26823,300,0.806574,0.815742
-72.7092,3.42289,300,0.805825,0.814906
-72.8959,3.23471,300,0.805075,0.814428
-72.7841,3.34495,300,0.804326,0.813523
-72.9045,3.22301,300,0.803576,0.812874
-72.7294,3.39655,300,0.802827,0.811951
-72.9617,3.16274,300,0.802077,0.811429
-72.9214,3.2016,300,0.801328,0.810378
-72.8658,3.25567,300,0.800578,0.809423
-72.821,3.29906,300,0.799829,0.808598
-72.8321,3.28649,300,0.799079,0.807875
-72.8933,3.22377,300,0.79833,0.807128
-72.9377,3.17803,300,0.79758,0.806243
-72.9677,3.14661,300,0.796831,0.805262
-72.738,3.37489,300,0.796081,0.804218
-72.883,3.22844,300,0.795332,0.803692
-72.8568,3.25325,300,0.794583,0.802839
-72.9147,3.19401,300,0.793833,0.802046
-72.8465,3.26088,300,0.793084,0.801127
-72.6899,3.41617,300,0.792334,0.800361
-72.7913,3.31336,300,0.791585,0.799942
-72.868,3.23533,300,0.790835,0.799295
-73.0083,3.0937,300,0.790086,0.798477
-72.7561,3.34457,300,0.789336,0.797352
-72.7246,3.37482,300,0.788587,0.796787
-72.8009,3.2972,300,0.787837,0.796289
-72.9173,3.17953,300,0.787088,0.79562
-72.9733,3.12226,300,0.786338,0.794696
-73.0394,3.05486,300,0.785589,0.793653
-72.856,3.50876,300,0.784839,0.792471
-42.9986,3.35618,300,0.784399,0.792287
-42.8882,3.46634,300,0.783958,0.791529
-42.808,3.54626,300,0.783517,0.791015
-42.762,3.59205,300,0.783076,0.790675
-42.9022,3.45156,300,0.782636,0.790432
-42.6957,3.65778,300,0.782195,0.789884
-42.9041,3.4491,300,0.781754,0.789781
-42.8901,3.46292,300,0.781314,0.789225
-42.6859,3.66685,300,0.780873,0.788701
-42.863,3.48946,300,0.780432,0.788616
-42.7116,3.64055,300,0.779991,0.788146
-42.6824,3.66949,300,0.779551,0.788
-42.7312,3.6204,300,0.77911,0.787911
-42.6569,3.69448,300,0.778669,0.787714
-42.6663,3.68476,300,0.778228,0.78767
-42.9743,3.37646,300,0.777788,0.787601
-42.8061,3.54431,300,0.777347,0.786871
-42.8943,3.45585,300,0.776906,0.786503
-42.844,3.50587,300,0.776465,0.785946
-42.9383,3.41128,300,0.776025,0.785498
-42.9279,3.42134,300,0.775584,0.784851
-42.8713,3.47759,300,0.775143,0.784229
-42.9095,3.43908,300,0.774703,0.783729
-42.7812,3.56711,300,0.774262,0.783149
-42.8122,3.53582,300,0.773821,0.782842
-42.8583,3.48933,300,0.77338,0.782467
-42.861,3.48636,300,0.77294,0.781995
-42.7245,3.62255,300,0.772499,0.781517
-42.8262,3.52043,300,0.772058,0.781326
-42.8344,3.51191,300,0.771617,0.780919
-42.7185,3.62746,300,0.771177,0.780493
-42.8579,3.48778,300,0.770736,0.78031
-42.83,3.51531,300,0.770295,0.779831
-42.7967,3.54827,300,0.769854,0.779412
-42.7654,3.57923,300,0.769414,0.779061
-43.0268,3.31745,300,0.768973,0.778775
-42.9836,3.36039,300,0.768532,0.777942
-42.8753,3.46832,300,0.768092,0.777206
-42.9381,3.40513,300,0.767651,0.776699
-42.9687,3.37418,300,0.76721,0.776063
-42.9224,3.42013,300,0.766769,0.775367
-42.8081,3.5341,300,0.766329,0.77477
-42.7422,3.59962,300,0.765888,0.774411
-42.6611,3.68031,300,0.765447,0.774187
-42.8261,3.51503,300,0.765006,0.774125
-42.5491,3.79159,300,0.764566,0.773719
-42.7719,3.56843,300,0.764125,0.773881
-42.8197,3.52031,300,0.763684,0.773577
-42.8887,3.45088,300,0.763243,0.773173
-42.9647,3.36656,300,0.762803,0.772626
-43.5265,3.68703,300,0.762353,0.77191
-43.8161,3.39701,300,0.761903,0.77186
-43.6952,3.51748,300,0.761453,0.771213
-43.7003,3.51198,300,0.761003,0.770815
-43.8692,3.34262,300,0.760554,0.770406
-43.5953,3.61613,300,0.760104,0.769653
-43.8631,3.34796,300,0.759654,0.769461
-43.6621,3.54849,300,0.759204,0.768722
-43.6511,3.55915,300,0.758754,0.768395
-43.719,3.49085,300,0.758305,0.768089
-43.7189,3.49051,300,0.757855,0.767643
-43.6581,3.55091,300,0.757405,0.767197
-43.627,3.58152,300,0.756955,0.766874
-43.676,3.53215,300,0.756505,0.766612
-43.668,3.53966,300,0.756056,0.766248
-43.4917,3.71561,300,0.755606,0.7659
-43.5679,3.63897,300,0.755156,0.765905
-43.6739,3.53258,300,0.754706,0.76575
-43.5314,3.67464,300,0.754256,0.765377
-43.728,3.47761,300,0.753806,0.76529
-43.7661,3.43911,300,0.753357,0.764803
-43.7598,3.44493,300,0.752907,0.76424
-43.6554,3.54894,300,0.752457,0.763691
-43.7418,3.46205,300,0.752007,0.763354
-43.6653,3.5381,300,0.751557,0.762843
-43.668,3.53502,300,0.751108,0.762485
-43.5381,3.66449,300,0.750658,0.762121
-43.8002,3.402,300,0.750208,0.762016
-43.5504,3.65141,300,0.749758,0.761382
-43.7556,3.4458,300,0.749308,0.76125
-43.6278,3.57322,300,0.748859,0.760705
-43.7514,3.44933,300,0.748409,0.760416
-43.786,3.41438,300,0.747959,0.759879
-43.721,3.47898,300,0.747509,0.759275
-43.8039,3.39571,300,0.747059,0.758804
-43.6084,3.59088,300,0.746609,0.758169
-43.72,3.47894,300,0.74616,0.757924
-43.7418,3.45678,300,0.74571,0.757456
-43.7919,3.40624,300,0.74526,0.756945
-43.7762,3.42159,300,0.74481,0.756337
-43.6628,3.53467,300,0.74436,0.755763
-43.5671,3.63003,300,0.743911,0.755415
-43.7157,3.4811,300,0.743461,0.755254
-43.5922,3.60424,300,0.743011,0.754797
-43.6276,3.56841,300,0.742561,0.754583
-43.7388,3.45686,300,0.742111,0.754296
-43.6876,3.50775,300,0.741661,0.753789
-43.7447,3.45033,300,0.741212,0.753383
-43.6056,3.58906,300,0.740762,0.752866
-43.7454,3.58336,300,0.740312,0.752623
-28.8467,3.68771,300,0.740014,0.752367
-28.9235,3.61098,300,0.739717,0.752225
-28.9229,3.61159,300,0.739419,0.75193
-29.0006,3.53401,300,0.739122,0.751637
-28.9172,3.61748,300,0.738824,0.751192
-29.016,3.51871,300,0.738526,0.750913
-29.1785,3.35629,300,0.738229,0.75044
-28.9106,3.62423,300,0.737931,0.749654
-28.8783,3.65657,300,0.737634,0.749398
-28.8349,3.69997,300,0.737336,0.749204
-28.9041,3.6308,300,0.737038,0.749092
-28.8575,3.67746,300,0.736741,0.748844
-28.8821,3.65287,300,0.736443,0.748685
-28.9359,3.5991,300,0.736146,0.748477
-28.7718,3.76327,300,0.735848,0.748163
-28.9597,3.57535,300,0.73555,0.748167
-29.0349,3.50017,300,0.735253,0.747803
-29.0097,3.52539,300,0.734955,0.747295
-28.876,3.65909,300,0.734658,0.74684
-29.1232,3.41185,300,0.73436,0.746645
-28.972,3.56308,300,0.734062,0.745973
-29.0805,3.4546,300,0.733765,0.745597
-29.0136,3.52141,300,0.733467,0.745016
-28.8449,3.6901,300,0.733169,0.744567
-28.8987,3.63633,300,0.732872,0.744442
-28.8557,3.67925,300,0.732574,0.744211
-28.9289,3.60607,300,0.732277,0.744062
-28.9127,3.62223,300,0.731979,0.743771
-28.917,3.61788,300,0.731681,0.743511
-28.9302,3.60467,300,0.731384,0.743242
-28.8985,3.63632,300,0.731086,0.742948
-29.0825,3.45234,300,0.730789,0.742714
-29.1112,3.42353,300,0.730491,0.742129
-29.0063,3.52842,300,0.730193,0.741495
-28.9478,3.58685,300,0.729896,0.741065
-28.7443,3.79035,300,0.729598,0.740748
-28.981,3.55359,300,0.729301,0.740815
-28.95,3.58451,300,0.729003,0.74043
-28.8198,3.71467,300,0.728705,0.740104
-28.9868,3.54759,300,0.728408,0.740025
-29.0499,3.48447,300,0.72811,0.739627
-28.9821,3.55214,300,0.727813,0.739112
-28.9504,3.5838,300,0.727515,0.738728
-28.9705,3.56365,300,0.727217,0.738405
-28.983,3.55104,300,0.72692,0.738044
-29.069,3.46505,300,0.726622,0.737661
-29.1115,3.42241,300,0.726324,0.737117
-29.0242,3.50965,300,0.726027,0.736498
-29.0409,3.49286,300,0.725729,0.736047
-28.7873,3.29219,300,0.725432,0.735567
-79.1326,3.01601,300,0.724619,0.734713
-79.0758,3.07134,300,0.723806,0.733614
-79.0839,3.0617,300,0.722993,0.732627
-79.1215,3.02259,300,0.722181,0.731629
-78.9244,3.21818,300,0.721368,0.730566
-79.077,3.06412,300,0.720555,0.72987
-79.1136,3.02603,300,0.719742,0.728892
-78.8792,3.259,300,0.71893,0.72785
-79.0098,3.12696,300,0.718117,0.727241
-79.1056,3.02978,300,0.717304,0.726391
-78.8908,3.2431,300,0.716492,0.725368
-79.2116,2.92093,300,0.715679,0.724737
-78.9708,3.16036,300,0.714866,0.723525
-79.0445,3.08523,300,0.714053,0.722753
-78.948,3.18036,300,0.713241,0.721849
-79.022,3.105,300,0.712428,0.72112
-78.93,3.19567,300,0.711615,0.720257
-78.9572,3.16713,300,0.710802,0.71956
-78.9788,3.14425,300,0.70999,0.718812
-79.0198,3.10195,300,0.709177,0.718026
-78.8938,3.22663,300,0.708364,0.717166
-78.9708,3.14833,300,0.707551,0.716531
-78.9951,3.12283,300,0.706739,0.715757
-79.0215,3.09511,300,0.705926,0.71494
-78.9788,3.13663,300,0.705113,0.714076
-78.8518,3.26229,300,0.7043,0.713289
-78.8776,3.23533,300,0.703488,0.712727
-78.8986,3.21307,300,0.702675,0.712115
-79.1069,3.0036,300,0.701862,0.711464
-79.0447,3.06458,300,0.70105,0.710443
-79.0096,3.09851,300,0.700237,0.709535
-78.9296,3.17726,300,0.699424,0.708691
-78.9736,3.13218,300,0.698611,0.707989
-79.0967,3.00791,300,0.697799,0.707208
-79.0364,3.06704,300,0.696986,0.706211
-78.9927,3.10962,300,0.696173,0.705323
-79.0352,3.06591,300,0.69536,0.704513
-79.0798,3.02017,300,0.694548,0.703629
-78.8294,3.26948,300,0.693735,0.702668
-78.744,3.35378,300,0.692922,0.702146
-79.0479,3.04878,300,0.692109,0.701769
-78.8554,3.24017,300,0.691297,0.700857
-78.8608,3.23374,300,0.690484,0.700281
-78.9496,3.14382,300,0.689671,0.699694
-78.9855,3.10692,300,0.688858,0.698949
-78.8877,3.20368,300,0.688046,0.698141
-79.0467,3.04363,300,0.687233,0.697504
-79.0033,3.08596,300,0.68642,0.696588
-79.0171,3.07109,300,0.685607,0.695749
-78.7525,4.0474,300,0.684795,0.694888
0.173528,3.97668,300,0.684795,0.695723
0.0941802,3.89873,300,0.684795,0.696095
-0.00462752,3.8013,300,0.684795,0.696323
-0.00850992,3.79877,300,0.684795,0.696375
-0.0585731,3.75003,300,0.684795,0.696418
0.0248209,3.83473,300,0.684795,0.696372
0.00921012,3.8204,300,0.684795,0.696474
-0.0987413,3.7137,300,0.684795,0.696547
-0.0826546,3.73103,300,0.684795,0.696425
0.0914464,3.90634,300,0.684795,0.696332
0.167078,3.98316,300,0.684795,0.696555
-0.249248,3.56801,300,0.684795,0.696911
-0.0120388,3.80637,300,0.684795,0.696506
0.0584377,3.87798,300,0.684795,0.696538
-0.234046,3.5866,300,0.684795,0.696697
-0.140331,3.68141,300,0.684795,0.696319
0.174971,3.99778,300,0.684795,0.696117
0.0281451,3.85201,300,0.684795,0.696496
-0.0925987,3.7323,300,0.684795,0.6966
0.0973252,3.92324,300,0.684795,0.696479
0.0977211,3.92463,300,0.684795,0.696711
-0.199967,3.62793,300,0.684795,0.696941
0.0505346,3.87939,300,0.684795,0.696612
-0.0719448,3.75786,300,0.684795,0.696756
-0.0325851,3.79815,300,0.684795,0.696667
-0.0699748,3.76167,300,0.684795,0.696653
-0.116961,3.71558,300,0.684795,0.696569
