Current,Voltage,Temperature,SOC
0.0356518581481412,3.87354435814814,300,0.5
15.2386661147172,4.07746798193952,300,0.500154320987654
14.914257069401,3.75394141279263,300,0.500308641975309
15.1285325213658,3.96907335371985,300,0.500462962962963
15.0196195613487,3.8609918514726,300,0.500617283950617
14.9612109823804,3.80339061675553,300,0.500771604938272
14.908019611688,3.75098335946569,300,0.500925925925926
15.0137815110086,3.85750699135603,300,0.50108024691358
15.0577086639603,3.90217431397783,300,0.501234567901235
15.0252116315316,3.87039667542674,300,0.501388888888889
15.0511122598145,3.89699667928559,300,0.501543209876543
15.0496660961656,3.89623060193484,300,0.501697530864198
14.9861380827929,3.83336408724526,300,0.501851851851852
15.125328941712,3.97319853259585,300,0.502006172839506
14.9483017020087,3.79679761715528,300,0.502160493827161
14.7877258049459,3.63683140796678,300,0.502314814814815
14.8453414421155,3.6950406990385,300,0.502469135802469
15.1812301541633,4.03150761097009,300,0.502623456790124
14.9570307257361,3.80787148676407,300,0.502777777777778
14.9040085190387,3.75539822621398,300,0.502932098765432
14.9161431290425,3.76806794191043,300,0.503086419753087
14.9253680379319,3.77781461445274,300,0.503240740740741
14.9517097542585,3.80466523233886,300,0.503395061728395
14.9508507516601,3.80430273139021,300,0.503549382716049
14.9786171599816,3.83255368655096,300,0.503703703703704
15.1490990246012,4.00350857186549,300,0.503858024691358
15.0073566995913,3.86222814393447,300,0.504012345679012
15.1279051015717,3.98322771817369,300,0.504166666666667
15.076993123913,3.93275658200808,300,0.504320987654321
15.0335767486385,3.88977108586127,300,0.504475308641975
14.9413681889436,3.7979837982339,300,0.50462962962963
14.9540312040423,3.81105882068638,300,0.504783950617284
14.9764938455091,3.833924534566,300,0.504938271604938
14.874021396842,3.73184654108399,300,0.505092592592593
15.2146164891785,4.07282777748443,300,0.505246913580247
15.0988326393449,3.9574220555296,300,0.505401234567901
14.9322206589916,3.79118047105456,300,0.505555555555556
14.9022614577685,3.76158420754654,300,0.50570987654321
14.9848433134871,3.84452180669415,300,0.505864197530864
